model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1,dataset_group,pruning_group,metric,value,percentage,percentage_wrt_task
Phi,0.5,Wikitext,C4,,,11.850945472717283,,Language Modeling,Language Modeling,ppl,11.851,0.7589585323181685,1.0
Phi,0.5,Wikitext,OSCAR,,,7.67437744140625,,Language Modeling,Language Modeling,ppl,7.674,0.7715228512689185,1.0
Phi,0.5,Wikitext,Pile,,,5.245210647583008,,Language Modeling,Language Modeling,ppl,5.245,0.8230750643363403,1.0
Phi,0.5,Wikitext,RedPajama,,,8.698408126831055,,Language Modeling,Language Modeling,ppl,8.698,0.8003970423230408,1.0
Phi,0.5,Wikitext,Wikitext,,,6.158249855041504,,Language Modeling,Language Modeling,ppl,6.158,0.7848023962611537,1.0
Phi,0.5,WinoGrande,C4,,,12.545119285583496,,Language Modeling,Question Answering,ppl,12.545,0.7169621888643372,1.0298579932401755
Phi,0.5,WinoGrande,OSCAR,,,8.077527046203613,,Language Modeling,Question Answering,ppl,8.078,0.733016123801211,1.0298579932401755
Phi,0.5,WinoGrande,Pile,,,5.509023666381836,,Language Modeling,Question Answering,ppl,5.509,0.7836601097871942,1.0298579932401755
Phi,0.5,WinoGrande,RedPajama,,,9.152073860168455,,Language Modeling,Question Answering,ppl,9.152,0.7607215855124371,1.0298579932401755
Phi,0.5,WinoGrande,Wikitext,,,7.015201091766357,,Language Modeling,Question Answering,ppl,7.015,0.6889338138409047,1.0298579932401755
Phi,0.5,WMT14,C4,,,11.840774536132812,,Language Modeling,Translation,ppl,11.841,0.7596104591899195,1.026736619078848
Phi,0.5,WMT14,OSCAR,,,7.737919330596924,,Language Modeling,Translation,ppl,7.738,0.7651872954910811,1.026736619078848
Phi,0.5,WMT14,Pile,,,5.3652238845825195,,Language Modeling,Translation,ppl,5.365,0.8046639215975556,1.026736619078848
Phi,0.5,WMT14,RedPajama,,,8.858642578125,,Language Modeling,Translation,ppl,8.859,0.7859195216687337,1.026736619078848
Phi,0.5,WMT14,Wikitext,,,6.691620349884033,,Language Modeling,Translation,ppl,6.692,0.7222479743781686,1.026736619078848
Phi,0.5,ANLI,ANLI,0.388,,,,NLI,NLI,acc,0.388,0.9533169533169534,1.0
Phi,0.5,ANLI,BoolQ,0.6159021406727829,,,,Question Answering,NLI,acc,0.616,1.7422145328719725,0.9524541842880943
Phi,0.5,ANLI,CommonsenseQA,0.6363636363636364,,,,Question Answering,NLI,acc,0.636,0.8931034482758621,0.9524541842880943
Phi,0.5,ANLI,e-SNLI,0.6299877850162866,,,,NLI,NLI,acc,0.63,0.9477794793261868,1.0
Phi,0.5,ANLI,MAWPS,0.5230769230769231,,,,Mathematical Reasoning,NLI,acc,0.523,0.8976897689768977,0.9182191348279128
Phi,0.5,ANLI,RACE,0.6899067693554926,,,,Question Answering,NLI,acc,0.69,0.8953182535507628,0.9524541842880943
Phi,0.5,ANLI,RTE,0.5703971119133574,,,,NLI,NLI,acc,0.57,0.728110599078341,1.0
Phi,0.5,ANLI,SVAMP,0.4533333333333333,,,,Mathematical Reasoning,NLI,acc,0.453,0.8292682926829268,0.9182191348279128
Phi,0.5,ANLI,WinoGrande,0.5280189423835833,,,,Question Answering,NLI,acc,0.528,0.9317548746518106,0.9524541842880943
Phi,0.5,BoolQ,ANLI,0.393,,,,NLI,Question Answering,acc,0.393,0.9656019656019657,1.0146323682566132
Phi,0.5,BoolQ,BoolQ,0.7296636085626911,,,,Question Answering,Question Answering,acc,0.73,2.06401384083045,1.0
Phi,0.5,BoolQ,CommonsenseQA,0.647010647010647,,,,Question Answering,Question Answering,acc,0.647,0.9080459770114943,1.0
Phi,0.5,BoolQ,e-SNLI,0.602707654723127,,,,NLI,Question Answering,acc,0.603,0.9067381316998468,1.0146323682566132
Phi,0.5,BoolQ,MAWPS,0.4942307692307692,,,,Mathematical Reasoning,Question Answering,acc,0.494,0.848184818481848,0.8721976634038522
Phi,0.5,BoolQ,RACE,0.7026753141467369,,,,Question Answering,Question Answering,acc,0.703,0.9118884797475012,1.0
Phi,0.5,BoolQ,RTE,0.6028880866425993,,,,NLI,Question Answering,acc,0.603,0.7695852534562212,1.0146323682566132
Phi,0.5,BoolQ,SVAMP,0.44,,,,Mathematical Reasoning,Question Answering,acc,0.44,0.8048780487804879,0.8721976634038522
Phi,0.5,BoolQ,WinoGrande,0.526440410418311,,,,Question Answering,Question Answering,acc,0.526,0.9289693593314764,1.0
Phi,0.5,C4,ANLI,0.405,,,,NLI,Language Modeling,acc,0.405,0.9950859950859953,0.9757967090189547
Phi,0.5,C4,BoolQ,0.6856269113149847,,,,Question Answering,Language Modeling,acc,0.686,1.9394463667820068,0.9633217993079586
Phi,0.5,C4,CommonsenseQA,0.6232596232596233,,,,Question Answering,Language Modeling,acc,0.623,0.8747126436781609,0.9633217993079586
Phi,0.5,C4,e-SNLI,0.6297842019543974,,,,NLI,Language Modeling,acc,0.63,0.9474732006125575,0.9757967090189547
Phi,0.5,C4,MAWPS,0.5115384615384615,,,,Mathematical Reasoning,Language Modeling,acc,0.512,0.8778877887788777,0.9781496684559517
Phi,0.5,C4,RACE,0.6931495743818403,,,,Question Answering,Language Modeling,acc,0.693,0.8995265649658075,0.9633217993079586
Phi,0.5,C4,RTE,0.5667870036101083,,,,NLI,Language Modeling,acc,0.567,0.7235023041474653,0.9757967090189547
Phi,0.5,C4,SVAMP,0.43,,,,Mathematical Reasoning,Language Modeling,acc,0.43,0.7865853658536586,0.9781496684559517
Phi,0.5,C4,WinoGrande,0.5382794001578532,,,,Question Answering,Language Modeling,acc,0.538,0.9498607242339834,0.9633217993079586
Phi,0.5,CommonsenseQA,ANLI,0.398,,,,NLI,Question Answering,acc,0.398,0.977886977886978,1.0146323682566132
Phi,0.5,CommonsenseQA,BoolQ,0.7201834862385321,,,,Question Answering,Question Answering,acc,0.72,2.03719723183391,1.0
Phi,0.5,CommonsenseQA,CommonsenseQA,0.6674856674856675,,,,Question Answering,Question Answering,acc,0.667,0.9367816091954023,1.0
Phi,0.5,CommonsenseQA,e-SNLI,0.65625,,,,NLI,Question Answering,acc,0.656,0.9872894333843798,1.0146323682566132
Phi,0.5,CommonsenseQA,MAWPS,0.4019230769230769,,,,Mathematical Reasoning,Question Answering,acc,0.402,0.6897689768976897,0.8721976634038522
Phi,0.5,CommonsenseQA,RACE,0.7128090798540738,,,,Question Answering,Question Answering,acc,0.713,0.9250394529195161,1.0
Phi,0.5,CommonsenseQA,RTE,0.5884476534296029,,,,NLI,Question Answering,acc,0.588,0.7511520737327189,1.0146323682566132
Phi,0.5,CommonsenseQA,SVAMP,0.3933333333333333,,,,Mathematical Reasoning,Question Answering,acc,0.393,0.7195121951219512,0.8721976634038522
Phi,0.5,CommonsenseQA,WinoGrande,0.5248618784530387,,,,Question Answering,Question Answering,acc,0.525,0.9261838440111421,1.0
Phi,0.5,DS1000,ANLI,0.334,,,,NLI,Coding,acc,0.334,0.8206388206388208,0.9516767340137473
Phi,0.5,DS1000,BoolQ,0.57217125382263,,,,Question Answering,Coding,acc,0.572,1.6185121107266438,0.9322055619633474
Phi,0.5,DS1000,CommonsenseQA,0.6248976248976249,,,,Question Answering,Coding,acc,0.625,0.8770114942528736,0.9322055619633474
Phi,0.5,DS1000,e-SNLI,0.646478013029316,,,,NLI,Coding,acc,0.646,0.9725880551301684,0.9516767340137473
Phi,0.5,DS1000,MAWPS,0.5307692307692308,,,,Mathematical Reasoning,Coding,acc,0.531,0.9108910891089108,0.9538995895168929
Phi,0.5,DS1000,RACE,0.6874746655857317,,,,Question Answering,Coding,acc,0.687,0.8921620199894792,0.9322055619633474
Phi,0.5,DS1000,RTE,0.5631768953068592,,,,NLI,Coding,acc,0.563,0.7188940092165899,0.9516767340137473
Phi,0.5,DS1000,SVAMP,0.4633333333333333,,,,Mathematical Reasoning,Coding,acc,0.463,0.8475609756097561,0.9538995895168929
Phi,0.5,DS1000,WinoGrande,0.5185477505919495,,,,Question Answering,Coding,acc,0.519,0.915041782729805,0.9322055619633474
Phi,0.5,e-SNLI,ANLI,0.357,,,,NLI,NLI,acc,0.357,0.8771498771498771,1.0
Phi,0.5,e-SNLI,BoolQ,0.6330275229357798,,,,Question Answering,NLI,acc,0.633,1.7906574394463668,0.9524541842880943
Phi,0.5,e-SNLI,CommonsenseQA,0.6461916461916462,,,,Question Answering,NLI,acc,0.646,0.9068965517241379,0.9524541842880943
Phi,0.5,e-SNLI,e-SNLI,0.5951750814332247,,,,NLI,NLI,acc,0.595,0.895405819295559,1.0
Phi,0.5,e-SNLI,MAWPS,0.3884615384615384,,,,Mathematical Reasoning,NLI,acc,0.388,0.6666666666666665,0.9182191348279128
Phi,0.5,e-SNLI,RACE,0.6704499391974058,,,,Question Answering,NLI,acc,0.67,0.8700683850604946,0.9524541842880943
Phi,0.5,e-SNLI,RTE,0.5595667870036101,,,,NLI,NLI,acc,0.56,0.7142857142857142,1.0
Phi,0.5,e-SNLI,SVAMP,0.39,,,,Mathematical Reasoning,NLI,acc,0.39,0.7134146341463415,0.9182191348279128
Phi,0.5,e-SNLI,WinoGrande,0.5193370165745856,,,,Question Answering,NLI,acc,0.519,0.9164345403899722,0.9524541842880943
Phi,0.5,GSM8K,ANLI,0.412,,,,NLI,Mathematical Reasoning,acc,0.412,1.0122850122850122,1.025619662570298
Phi,0.5,GSM8K,BoolQ,0.5339449541284403,,,,Question Answering,Mathematical Reasoning,acc,0.534,1.5103806228373702,0.9374599513007819
Phi,0.5,GSM8K,CommonsenseQA,0.6167076167076168,,,,Question Answering,Mathematical Reasoning,acc,0.617,0.8655172413793104,0.9374599513007819
Phi,0.5,GSM8K,e-SNLI,0.6392508143322475,,,,NLI,Mathematical Reasoning,acc,0.639,0.9617151607963246,1.025619662570298
Phi,0.5,GSM8K,MAWPS,0.5134615384615384,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.513,0.8811881188118811,1.0
Phi,0.5,GSM8K,RACE,0.6886907174706121,,,,Question Answering,Mathematical Reasoning,acc,0.689,0.893740136770121,0.9374599513007819
Phi,0.5,GSM8K,RTE,0.6137184115523465,,,,NLI,Mathematical Reasoning,acc,0.614,0.7834101382488479,1.025619662570298
Phi,0.5,GSM8K,SVAMP,0.45,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.45,0.8231707317073171,1.0
Phi,0.5,GSM8K,WinoGrande,0.5351223362273086,,,,Question Answering,Mathematical Reasoning,acc,0.535,0.9442896935933148,0.9374599513007819
Phi,0.5,IWSLT,ANLI,0.384,,,,NLI,Translation,acc,0.384,0.9434889434889435,0.9004374088731514
Phi,0.5,IWSLT,BoolQ,0.5944954128440367,,,,Question Answering,Translation,acc,0.594,1.6816608996539795,0.939830834294502
Phi,0.5,IWSLT,CommonsenseQA,0.6543816543816544,,,,Question Answering,Translation,acc,0.654,0.9183908045977012,0.939830834294502
Phi,0.5,IWSLT,e-SNLI,0.5350162866449512,,,,NLI,Translation,acc,0.535,0.8049004594180705,0.9004374088731514
Phi,0.5,IWSLT,MAWPS,0.4788461538461538,,,,Mathematical Reasoning,Translation,acc,0.479,0.8217821782178216,0.9070097884433218
Phi,0.5,IWSLT,RACE,0.6911228212403729,,,,Question Answering,Translation,acc,0.691,0.8968963703314046,0.939830834294502
Phi,0.5,IWSLT,RTE,0.5379061371841155,,,,NLI,Translation,acc,0.538,0.6866359447004607,0.9004374088731514
Phi,0.5,IWSLT,SVAMP,0.4233333333333333,,,,Mathematical Reasoning,Translation,acc,0.423,0.7743902439024389,0.9070097884433218
Phi,0.5,IWSLT,WinoGrande,0.531965272296764,,,,Question Answering,Translation,acc,0.532,0.9387186629526463,0.939830834294502
Phi,0.5,MAWPS,ANLI,0.387,,,,NLI,Mathematical Reasoning,acc,0.387,0.9508599508599509,1.025619662570298
Phi,0.5,MAWPS,BoolQ,0.6162079510703364,,,,Question Answering,Mathematical Reasoning,acc,0.616,1.7430795847750866,0.9374599513007819
Phi,0.5,MAWPS,CommonsenseQA,0.6412776412776413,,,,Question Answering,Mathematical Reasoning,acc,0.641,0.9,0.9374599513007819
Phi,0.5,MAWPS,e-SNLI,0.5922231270358306,,,,NLI,Mathematical Reasoning,acc,0.592,0.8909647779479326,1.025619662570298
Phi,0.5,MAWPS,MAWPS,0.5269230769230769,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.527,0.9042904290429042,1.0
Phi,0.5,MAWPS,RACE,0.665585731657884,,,,Question Answering,Mathematical Reasoning,acc,0.666,0.8637559179379274,0.9374599513007819
Phi,0.5,MAWPS,RTE,0.5812274368231047,,,,NLI,Mathematical Reasoning,acc,0.581,0.7419354838709677,1.025619662570298
Phi,0.5,MAWPS,SVAMP,0.4733333333333333,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.473,0.8658536585365854,1.0
Phi,0.5,MAWPS,WinoGrande,0.5280189423835833,,,,Question Answering,Mathematical Reasoning,acc,0.528,0.9317548746518106,0.9374599513007819
Phi,0.5,MBPP,ANLI,0.333,,,,NLI,Coding,acc,0.333,0.8181818181818182,0.9516767340137473
Phi,0.5,MBPP,BoolQ,0.5675840978593272,,,,Question Answering,Coding,acc,0.568,1.6055363321799307,0.9322055619633474
Phi,0.5,MBPP,CommonsenseQA,0.633087633087633,,,,Question Answering,Coding,acc,0.633,0.8885057471264367,0.9322055619633474
Phi,0.5,MBPP,e-SNLI,0.5699307817589576,,,,NLI,Coding,acc,0.57,0.857427258805513,0.9516767340137473
Phi,0.5,MBPP,MAWPS,0.4807692307692308,,,,Mathematical Reasoning,Coding,acc,0.481,0.8250825082508251,0.9538995895168929
Phi,0.5,MBPP,RACE,0.684839886501824,,,,Question Answering,Coding,acc,0.685,0.8887427669647553,0.9322055619633474
Phi,0.5,MBPP,RTE,0.5523465703971119,,,,NLI,Coding,acc,0.552,0.7050691244239631,0.9516767340137473
Phi,0.5,MBPP,SVAMP,0.43,,,,Mathematical Reasoning,Coding,acc,0.43,0.7865853658536586,0.9538995895168929
Phi,0.5,MBPP,WinoGrande,0.5351223362273086,,,,Question Answering,Coding,acc,0.535,0.9442896935933148,0.9322055619633474
Phi,0.5,RefineCode,ANLI,0.333,,,,NLI,Coding,acc,0.333,0.8181818181818182,0.9516767340137473
Phi,0.5,RefineCode,BoolQ,0.5807339449541284,,,,Question Answering,Coding,acc,0.581,1.642733564013841,0.9322055619633474
Phi,0.5,RefineCode,CommonsenseQA,0.6355446355446356,,,,Question Answering,Coding,acc,0.636,0.8919540229885058,0.9322055619633474
Phi,0.5,RefineCode,e-SNLI,0.6455618892508144,,,,NLI,Coding,acc,0.646,0.9712098009188362,0.9516767340137473
Phi,0.5,RefineCode,MAWPS,0.473076923076923,,,,Mathematical Reasoning,Coding,acc,0.473,0.8118811881188117,0.9538995895168929
Phi,0.5,RefineCode,RACE,0.6876773408998784,,,,Question Answering,Coding,acc,0.688,0.8924250394529195,0.9322055619633474
Phi,0.5,RefineCode,RTE,0.592057761732852,,,,NLI,Coding,acc,0.592,0.7557603686635944,0.9516767340137473
Phi,0.5,RefineCode,SVAMP,0.4333333333333333,,,,Mathematical Reasoning,Coding,acc,0.433,0.7926829268292682,0.9538995895168929
Phi,0.5,RefineCode,WinoGrande,0.5445935280189423,,,,Question Answering,Coding,acc,0.545,0.9610027855153203,0.9322055619633474
Phi,0.5,OSCAR,ANLI,0.341,,,,NLI,Language Modeling,acc,0.341,0.8378378378378379,0.9757967090189547
Phi,0.5,OSCAR,BoolQ,0.6244648318042814,,,,Question Answering,Language Modeling,acc,0.624,1.7664359861591696,0.9633217993079586
Phi,0.5,OSCAR,CommonsenseQA,0.6273546273546273,,,,Question Answering,Language Modeling,acc,0.627,0.8804597701149425,0.9633217993079586
Phi,0.5,OSCAR,e-SNLI,0.6305985342019544,,,,NLI,Language Modeling,acc,0.631,0.9486983154670752,0.9757967090189547
Phi,0.5,OSCAR,MAWPS,0.5134615384615384,,,,Mathematical Reasoning,Language Modeling,acc,0.513,0.8811881188118811,0.9781496684559517
Phi,0.5,OSCAR,RACE,0.6947709768950142,,,,Question Answering,Language Modeling,acc,0.695,0.9016307206733298,0.9633217993079586
Phi,0.5,OSCAR,RTE,0.5595667870036101,,,,NLI,Language Modeling,acc,0.56,0.7142857142857142,0.9757967090189547
Phi,0.5,OSCAR,SVAMP,0.43,,,,Mathematical Reasoning,Language Modeling,acc,0.43,0.7865853658536586,0.9781496684559517
Phi,0.5,OSCAR,WinoGrande,0.5390686661404893,,,,Question Answering,Language Modeling,acc,0.539,0.9512534818941504,0.9633217993079586
Phi,0.5,Pile,ANLI,0.408,,,,NLI,Language Modeling,acc,0.408,1.0024570024570025,0.9757967090189547
Phi,0.5,Pile,BoolQ,0.5902140672782875,,,,Question Answering,Language Modeling,acc,0.59,1.6695501730103808,0.9633217993079586
Phi,0.5,Pile,CommonsenseQA,0.6298116298116299,,,,Question Answering,Language Modeling,acc,0.63,0.8839080459770116,0.9633217993079586
Phi,0.5,Pile,e-SNLI,0.5879478827361564,,,,NLI,Language Modeling,acc,0.588,0.8845329249617152,0.9757967090189547
Phi,0.5,Pile,MAWPS,0.5346153846153846,,,,Mathematical Reasoning,Language Modeling,acc,0.535,0.9174917491749174,0.9781496684559517
Phi,0.5,Pile,RACE,0.6998378597486826,,,,Question Answering,Language Modeling,acc,0.7,0.9082062072593372,0.9633217993079586
Phi,0.5,Pile,RTE,0.5415162454873647,,,,NLI,Language Modeling,acc,0.542,0.6912442396313364,0.9757967090189547
Phi,0.5,Pile,SVAMP,0.4533333333333333,,,,Mathematical Reasoning,Language Modeling,acc,0.453,0.8292682926829268,0.9781496684559517
Phi,0.5,Pile,WinoGrande,0.5438042620363063,,,,Question Answering,Language Modeling,acc,0.544,0.9596100278551533,0.9633217993079586
Phi,0.5,RACE,ANLI,0.372,,,,NLI,Question Answering,acc,0.372,0.914004914004914,1.0146323682566132
Phi,0.5,RACE,BoolQ,0.6886850152905198,,,,Question Answering,Question Answering,acc,0.689,1.9480968858131489,1.0
Phi,0.5,RACE,CommonsenseQA,0.647010647010647,,,,Question Answering,Question Answering,acc,0.647,0.9080459770114943,1.0
Phi,0.5,RACE,e-SNLI,0.6383346905537459,,,,NLI,Question Answering,acc,0.638,0.9603369065849924,1.0146323682566132
Phi,0.5,RACE,MAWPS,0.475,,,,Mathematical Reasoning,Question Answering,acc,0.475,0.815181518151815,0.8721976634038522
Phi,0.5,RACE,RACE,0.6947709768950142,,,,Question Answering,Question Answering,acc,0.695,0.9016307206733298,1.0
Phi,0.5,RACE,RTE,0.6101083032490975,,,,NLI,Question Answering,acc,0.61,0.7788018433179723,1.0146323682566132
Phi,0.5,RACE,SVAMP,0.42,,,,Mathematical Reasoning,Question Answering,acc,0.42,0.7682926829268293,0.8721976634038522
Phi,0.5,RACE,WinoGrande,0.5382794001578532,,,,Question Answering,Question Answering,acc,0.538,0.9498607242339834,1.0
Phi,0.5,RedPajama,ANLI,0.4,,,,NLI,Language Modeling,acc,0.4,0.9828009828009829,0.9757967090189547
Phi,0.5,RedPajama,BoolQ,0.5935779816513761,,,,Question Answering,Language Modeling,acc,0.594,1.6790657439446366,0.9633217993079586
Phi,0.5,RedPajama,CommonsenseQA,0.6339066339066339,,,,Question Answering,Language Modeling,acc,0.634,0.8896551724137931,0.9633217993079586
Phi,0.5,RedPajama,e-SNLI,0.6011807817589576,,,,NLI,Language Modeling,acc,0.601,0.9044410413476263,0.9757967090189547
Phi,0.5,RedPajama,MAWPS,0.5288461538461539,,,,Mathematical Reasoning,Language Modeling,acc,0.529,0.9075907590759076,0.9781496684559517
Phi,0.5,RedPajama,RACE,0.6931495743818403,,,,Question Answering,Language Modeling,acc,0.693,0.8995265649658075,0.9633217993079586
Phi,0.5,RedPajama,RTE,0.5595667870036101,,,,NLI,Language Modeling,acc,0.56,0.7142857142857142,0.9757967090189547
Phi,0.5,RedPajama,SVAMP,0.4433333333333333,,,,Mathematical Reasoning,Language Modeling,acc,0.443,0.8109756097560975,0.9781496684559517
Phi,0.5,RedPajama,WinoGrande,0.5327545382794001,,,,Question Answering,Language Modeling,acc,0.533,0.9401114206128133,0.9633217993079586
Phi,0.5,RTE,ANLI,0.383,,,,NLI,NLI,acc,0.383,0.9410319410319411,1.0
Phi,0.5,RTE,BoolQ,0.6131498470948012,,,,Question Answering,NLI,acc,0.613,1.7344290657439447,0.9524541842880943
Phi,0.5,RTE,CommonsenseQA,0.6560196560196561,,,,Question Answering,NLI,acc,0.656,0.9206896551724139,0.9524541842880943
Phi,0.5,RTE,e-SNLI,0.6723330618892508,,,,NLI,NLI,acc,0.672,1.0114854517611025,1.0
Phi,0.5,RTE,MAWPS,0.5192307692307693,,,,Mathematical Reasoning,NLI,acc,0.519,0.8910891089108911,0.9182191348279128
Phi,0.5,RTE,RACE,0.6961897040940414,,,,Question Answering,NLI,acc,0.696,0.9034718569174118,0.9524541842880943
Phi,0.5,RTE,RTE,0.6462093862815884,,,,NLI,NLI,acc,0.646,0.8248847926267281,1.0
Phi,0.5,RTE,SVAMP,0.44,,,,Mathematical Reasoning,NLI,acc,0.44,0.8048780487804879,0.9182191348279128
Phi,0.5,RTE,WinoGrande,0.5288082083662194,,,,Question Answering,NLI,acc,0.529,0.9331476323119777,0.9524541842880943
Phi,0.5,SVAMP,ANLI,0.397,,,,NLI,Mathematical Reasoning,acc,0.397,0.9754299754299756,1.025619662570298
Phi,0.5,SVAMP,BoolQ,0.6155963302752293,,,,Question Answering,Mathematical Reasoning,acc,0.616,1.741349480968858,0.9374599513007819
Phi,0.5,SVAMP,CommonsenseQA,0.642915642915643,,,,Question Answering,Mathematical Reasoning,acc,0.643,0.9022988505747127,0.9374599513007819
Phi,0.5,SVAMP,e-SNLI,0.6695846905537459,,,,NLI,Mathematical Reasoning,acc,0.67,1.0073506891271056,1.025619662570298
Phi,0.5,SVAMP,MAWPS,0.5288461538461539,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.529,0.9075907590759076,1.0
Phi,0.5,SVAMP,RACE,0.6921361978111066,,,,Question Answering,Mathematical Reasoning,acc,0.692,0.8982114676486059,0.9374599513007819
Phi,0.5,SVAMP,RTE,0.631768953068592,,,,NLI,Mathematical Reasoning,acc,0.632,0.8064516129032258,1.025619662570298
Phi,0.5,SVAMP,SVAMP,0.4666666666666667,,,,Mathematical Reasoning,Mathematical Reasoning,acc,0.467,0.853658536585366,1.0
Phi,0.5,SVAMP,WinoGrande,0.5382794001578532,,,,Question Answering,Mathematical Reasoning,acc,0.538,0.9498607242339834,0.9374599513007819
Phi,0.5,Wikitext,ANLI,0.402,,,,NLI,Language Modeling,acc,0.402,0.9877149877149879,0.9757967090189547
Phi,0.5,Wikitext,BoolQ,0.7174311926605504,,,,Question Answering,Language Modeling,acc,0.717,2.0294117647058822,0.9633217993079586
Phi,0.5,Wikitext,CommonsenseQA,0.6298116298116299,,,,Question Answering,Language Modeling,acc,0.63,0.8839080459770116,0.9633217993079586
Phi,0.5,Wikitext,e-SNLI,0.6032166123778502,,,,NLI,Language Modeling,acc,0.603,0.9075038284839204,0.9757967090189547
Phi,0.5,Wikitext,MAWPS,0.5115384615384615,,,,Mathematical Reasoning,Language Modeling,acc,0.512,0.8778877887788777,0.9781496684559517
Phi,0.5,Wikitext,RACE,0.694973652209161,,,,Question Answering,Language Modeling,acc,0.695,0.9018937401367702,0.9633217993079586
Phi,0.5,Wikitext,RTE,0.5703971119133574,,,,NLI,Language Modeling,acc,0.57,0.728110599078341,0.9757967090189547
Phi,0.5,Wikitext,SVAMP,0.45,,,,Mathematical Reasoning,Language Modeling,acc,0.45,0.8231707317073171,0.9781496684559517
Phi,0.5,Wikitext,WinoGrande,0.5430149960536701,,,,Question Answering,Language Modeling,acc,0.543,0.958217270194986,0.9633217993079586
Phi,0.5,WinoGrande,ANLI,0.399,,,,NLI,Question Answering,acc,0.399,0.9803439803439805,1.0146323682566132
Phi,0.5,WinoGrande,BoolQ,0.7480122324159021,,,,Question Answering,Question Answering,acc,0.748,2.115916955017301,1.0
